City_ID,City,Country,Date,Lat,Lng,Humidity,Max Temp,Cloudiness,Wind Speed
214,Bambous Virieux,MU,2022-04-20 20:21:14,-20.3428,57.7575,94,298.27,40,2.57
215,Souillac,MU,2022-04-20 20:21:14,-20.5167,57.5167,94,297.36,40,2.57
216,North Battleford,CA,2022-04-20 20:16:23,52.7834,-108.2847,60,275.2,100,7.2
217,Tecolutla,MX,2022-04-20 20:21:15,20.4833,-97.0167,65,305.07,2,8.21
218,Valleyview,CA,2022-04-20 20:21:16,55.0667,-117.2859,74,273.17,100,1.03
219,Tabou,CI,2022-04-20 20:21:16,4.423,-7.3528,82,300.06,96,4.29
220,Colomi,BO,2022-04-20 20:21:17,-17.35,-65.8667,62,296.16,22,3.01
221,Vilyuysk,RU,2022-04-20 20:21:17,63.7553,121.6247,97,265.95,100,1.86
222,Bar Harbor,US,2022-04-20 20:21:18,44.3876,-68.2039,43,283.86,20,6.69
223,Hovd,MN,2022-04-20 20:21:18,48.0056,91.6419,48,276.03,5,0.49
224,Bonavista,CA,2022-04-20 20:21:19,48.6499,-53.1147,88,277.34,100,12.81
225,Mount Gambier,AU,2022-04-20 20:21:19,-37.8333,140.7667,82,284.99,84,1.48
226,Thunder Bay,CA,2022-04-20 20:22:06,48.4001,-89.3168,75,276.64,100,7.72
227,Kilindoni,TZ,2022-04-20 20:22:20,-7.9139,39.6668,77,300.91,78,5.0
228,Pinyug,RU,2022-04-20 20:22:21,60.251,47.7842,90,274.36,100,3.18
229,Aykhal,RU,2022-04-20 20:22:22,66.0,111.5,96,261.97,99,3.04
230,Neiafu,TO,2022-04-20 20:22:22,-18.65,-173.9833,77,300.48,100,5.8
231,Katsuura,JP,2022-04-20 20:22:23,35.1333,140.3,88,286.82,83,1.96
232,Terrace,CA,2022-04-20 20:22:23,54.5163,-128.6035,33,287.1,75,6.69
233,Cap Malheureux,MU,2022-04-20 20:22:24,-19.9842,57.6142,88,298.41,100,0.89
234,Punta De Piedra,VE,2022-04-20 20:22:24,7.6176,-71.4916,49,304.19,99,1.03
235,La Rioja,ES,2022-04-20 20:22:25,42.25,-2.5,98,277.03,100,4.05
236,Paita,PE,2022-04-20 20:22:26,-5.0892,-81.1144,78,295.72,97,2.95
237,Taitung,TW,2022-04-20 20:22:26,22.7583,121.1444,77,295.92,17,1.84
238,Maragogi,BR,2022-04-20 20:22:27,-9.0122,-35.2225,75,299.45,34,3.35
239,Trincomalee,LK,2022-04-20 20:22:27,8.5711,81.2335,80,301.09,10,3.29
240,Luderitz,NA,2022-04-20 20:22:28,-26.6481,15.1594,43,294.88,2,2.74
241,Rabo De Peixe,PT,2022-04-20 20:22:28,37.8,-25.5833,67,287.88,75,1.54
242,Wasilla,US,2022-04-20 20:21:01,61.5814,-149.4394,29,279.67,0,1.54
243,Bambanglipuro,ID,2022-04-20 20:22:29,-7.95,110.2833,90,297.4,65,1.9
244,Beringovskiy,RU,2022-04-20 20:22:29,63.05,179.3167,96,270.02,97,1.15
245,Udachnyy,RU,2022-04-20 20:22:30,66.4167,112.4,85,263.4,100,2.75
246,Nome,US,2022-04-20 20:21:17,64.5011,-165.4064,48,276.19,0,2.06
247,Keningau,MY,2022-04-20 20:22:30,5.3378,116.1602,99,295.13,99,0.82
248,Manono,CD,2022-04-20 20:22:31,-7.3,27.4167,93,294.64,100,2.7
249,Quatre Cocos,MU,2022-04-20 20:19:19,-20.2078,57.7625,81,298.2,100,2.27
250,Sept-Iles,CA,2022-04-20 20:22:02,50.2001,-66.3821,76,278.18,75,5.66
251,Sorland,NO,2022-04-20 20:22:32,67.667,12.6934,91,280.07,100,2.47
252,Talnakh,RU,2022-04-20 20:20:20,69.4865,88.3972,91,253.75,46,1.83
253,Bubaque,GW,2022-04-20 20:22:33,11.2833,-15.8333,77,297.62,92,8.45
254,Sovetskiy,RU,2022-04-20 20:22:33,61.3614,63.5842,79,267.97,96,3.46
255,Huarmey,PE,2022-04-20 20:22:34,-10.0681,-78.1522,74,295.66,26,4.75
256,Kupang,ID,2022-04-20 20:22:34,-10.1667,123.5833,84,298.47,60,2.33
257,Homer,US,2022-04-20 20:22:03,59.6425,-151.5483,45,279.69,0,1.54
258,Chandur,IN,2022-04-20 20:22:35,19.7333,79.1833,19,307.5,3,2.8
259,Makakilo City,US,2022-04-20 20:19:03,21.3469,-158.0858,63,300.33,20,7.2
260,San Cristobal,VE,2022-04-20 20:22:36,7.7669,-72.225,72,300.25,99,0.39
261,Sokoni,TZ,2022-04-20 20:22:36,-6.4333,39.55,79,299.99,87,3.05
262,Kaihua,CN,2022-04-20 20:22:36,23.3687,104.28,91,287.27,74,2.35
263,Acapulco,MX,2022-04-20 20:20:30,16.8634,-99.8901,66,304.05,0,3.6
264,Lompoc,US,2022-04-20 20:22:37,34.6391,-120.4579,62,296.49,0,7.72
265,Gobabis,NA,2022-04-20 20:22:38,-22.45,18.9667,51,289.31,1,5.03
266,Cidreira,BR,2022-04-20 20:22:38,-30.1811,-50.2056,70,294.22,0,3.43
267,Nawada,IN,2022-04-20 20:22:39,24.8833,85.5333,56,301.27,1,4.45
268,Sitka,US,2022-04-20 20:22:39,57.0531,-135.33,54,284.09,20,3.6
269,Saint-Philippe,RE,2022-04-20 20:22:40,-21.3585,55.7679,86,297.92,47,1.5
270,Ginir,ET,2022-04-20 20:22:40,7.1333,40.7,81,288.39,78,1.82
271,Ketchikan,US,2022-04-20 20:22:41,55.3422,-131.6461,40,284.41,20,3.6
272,Kutum,SD,2022-04-20 20:23:41,14.2,24.6667,17,300.23,98,4.56
273,Pestravka,RU,2022-04-20 20:23:41,52.405,49.9583,74,288.19,100,7.1
274,Bathsheba,BB,2022-04-20 20:23:42,13.2167,-59.5167,61,301.49,20,8.75
275,Alihe,CN,2022-04-20 20:23:42,50.5667,123.7167,82,271.82,69,1.55
276,Chhindwara,IN,2022-04-20 20:22:58,22.0667,78.9333,15,304.7,46,2.18
277,Karratha,AU,2022-04-20 20:23:43,-20.7377,116.8463,39,301.35,54,3.67
278,Akyab,MM,2022-04-20 20:23:44,20.15,92.9,78,299.59,20,1.74
279,Ibra,OM,2022-04-20 20:23:44,22.6906,58.5334,44,298.54,92,2.44
280,Lilongwe,MW,2022-04-20 20:23:45,-13.9669,33.7873,95,289.66,37,1.58
281,Khatanga,RU,2022-04-20 20:23:45,71.9667,102.5,100,246.26,100,0.76
282,Campbell River,CA,2022-04-20 20:23:46,50.0163,-125.2446,61,283.48,100,4.12
283,Los Llanos De Aridane,ES,2022-04-20 20:23:46,28.6585,-17.9182,72,290.01,75,7.2
284,Sechura,PE,2022-04-20 20:23:47,-5.5569,-80.8222,72,296.25,99,1.61
285,Itapicuru,BR,2022-04-20 20:23:47,-11.3167,-38.2333,87,298.24,76,4.78
286,Severobaykalsk,RU,2022-04-20 20:23:48,55.65,109.3167,95,269.13,100,1.82
287,Acari,PE,2022-04-20 20:23:48,-15.4311,-74.6158,58,299.11,98,4.33
288,Vestmannaeyjar,IS,2022-04-20 20:23:49,63.4427,-20.2734,88,281.27,100,9.53
289,Buala,SB,2022-04-20 20:23:49,-8.145,159.5921,83,300.06,58,2.83
290,Novyy Urengoy,RU,2022-04-20 20:23:50,66.0833,76.6333,91,258.3,100,10.14
291,Buraydah,SA,2022-04-20 20:23:50,26.326,43.975,18,301.4,76,6.02
292,Cururupu,BR,2022-04-20 20:23:51,-1.8283,-44.8683,79,300.41,100,1.81
